nose_x,nose_y,leftEye_x,leftEye_y,rightEye_x,rightEye_y,leftEar_x,leftEar_y,rightEar_x,rightEar_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y
0.5069527731430664,0.034553438027124746,0.5992807572173745,0.0,0.445911794366359,0.0015228175445393794,0.6654231084199126,0.040322568217107696,0.3776651200698394,0.04597907692525896,0.7684557798365621,0.2426403641364269,0.26020678648100076,0.23302155130295132,0.9251855944066083,0.4594203239497327,0.11502978820189863,0.4424151620863559,1.0,0.35250230599234794,0.0,0.3403127284981513,0.7032335822047898,0.6624697912786268,0.27883674660544955,0.6790011737427748,0.6399251657486129,0.9863033294185845,0.3198712699245358,1.0
0.5039706948092015,0.03353857724378736,0.5940350926984788,0.0,0.4424330128581015,0.001812267226533672,0.6579876887011804,0.04208415919725205,0.37836080205637407,0.0450948052636092,0.7635925500205981,0.24197495126742916,0.25574791246349776,0.23335145728000975,0.9079751155546919,0.45938459051259184,0.12900755111915138,0.44242030333533416,1.0,0.354417882682446,0.0,0.3383003324574488,0.7141335704751093,0.66072517997871,0.27948971021846925,0.6633417462672953,0.630538267139319,0.9855161720039914,0.3239634711627477,1.0
0.5006634288544486,0.03393972572204076,0.5919522814645839,0.0,0.43795784324584863,0.0021713944948815343,0.6571042436495275,0.037270267213670945,0.3728238430354051,0.04507394282898248,0.768676822278348,0.24162573149257538,0.2452946002202227,0.23297815206303993,0.9071912538932858,0.4601549554097533,0.1185096705829315,0.4415418942891813,1.0,0.35347808294993316,0.0,0.33996311053780925,0.7003206434201018,0.6778587830738997,0.282163216027226,0.6507439903012184,0.6290918791584883,0.982496736932569,0.30992865880708315,1.0
0.5042605055986518,0.034259550933786506,0.5971152226594927,0.0,0.44082130016881815,0.0029732437934104536,0.6580588597722793,0.03754578867526803,0.3768408012197484,0.045928158275307024,0.7632522819532434,0.24237251468292317,0.25267478332622845,0.23370132563126206,0.9049212940788546,0.46070480826623067,0.12529282574858552,0.4422595030233333,1.0,0.3519026904707068,0.0,0.34116691171438274,0.7058979925614662,0.6673154586229512,0.2729912310010968,0.6662186162205773,0.6298502582199421,0.9826374490742443,0.31851299548848927,1.0
0.5073178653872228,0.034658249732764275,0.6013789506709828,0.0,0.443394584635428,0.0028527510778876223,0.662473176172539,0.038095991889135754,0.3776768081291161,0.046145762291516054,0.7753123657690909,0.24396216686426717,0.25168934646264157,0.23487325110796017,0.9120355058672913,0.4601808537258843,0.12217883863096127,0.4436893387847614,1.0,0.35319718807165473,0.0,0.3446194640116013,0.7126561297929553,0.6610950860281887,0.2919412666178075,0.6638912947062755,0.632969229343711,0.974119201554212,0.32249564453358365,1.0
0.5108439604999393,0.034605058397236065,0.6079690723628463,0.0,0.4471865393387223,0.003422900281505139,0.6714977197791903,0.03784982055359756,0.38162870564447204,0.04687322348944354,0.7816006427946578,0.24413299705526573,0.25583252511716464,0.2355584773671684,0.9184947891766981,0.4602541428976178,0.12036448797182392,0.44517920233319974,1.0,0.3571417546786016,0.0,0.34671735711270635,0.7193233973781802,0.6545015269740777,0.3013362761238166,0.669106839440556,0.6344825237917207,0.9772509545217297,0.3218720891649063,1.0
0.5191915289163327,0.03749521442955692,0.6073504674419288,0.0,0.46474480125173984,0.0005613834997577068,0.6768874506858481,0.04194624924080608,0.3828452375976318,0.04715694085833812,0.7801681486907569,0.24690921237139304,0.26729860864713423,0.23636870331904464,0.9235416099291741,0.4609756728102316,0.1288454940168748,0.44550988860172613,1.0,0.35966820319221804,0.0,0.3448442117244024,0.7288489706972662,0.6620095274595913,0.2844272790694782,0.6692739805337772,0.6387897844328766,0.9754047291413416,0.3274466420977502,1.0
0.5165882174521254,0.03242448732304583,0.6062974842942314,0.0,0.4590067510245782,0.0006186996509664137,0.666065403365532,0.0389287646504174,0.3816114236450927,0.04499853053863173,0.7875307602616815,0.243404125539011,0.2679543312583043,0.23308089380376734,0.9206757126618561,0.45901880835148695,0.12823146893653614,0.44398554061529666,1.0,0.3539530814016066,0.0,0.34227312217718886,0.7227421808669298,0.6613211047898216,0.3081715817706354,0.6626721016744154,0.6417115574541169,0.9836399739172491,0.33323677357642234,1.0
0.513522046491626,0.03050686788791995,0.5995563522043723,0.0,0.4556909699760625,0.0003068496926610237,0.6614582251507025,0.0382907272898266,0.3759550051094052,0.04570847494757076,0.7812775822435865,0.2444062393346467,0.2602740196458827,0.23356745132966963,0.9129897311731207,0.4599767211425263,0.1266040732003355,0.4459680164188227,1.0,0.35523052430935115,0.0,0.34353090155534377,0.7194592366738802,0.6598690462162043,0.2763367551309101,0.6616009125149858,0.6318702582773943,0.9744642506334145,0.3327126385173869,1.0
0.5105128275632668,0.02980774589798846,0.5980582180576103,0.00025479334159383683,0.4545049735146278,0.0,0.6575621657323156,0.03950554156042531,0.3707239646781552,0.04558686534105612,0.7788099878402069,0.24337256455600617,0.25403837498495757,0.23259880926241244,0.9120992670170591,0.45906128518565104,0.12139944380885286,0.44429576298476364,1.0,0.354281920803128,0.0,0.3447148770528849,0.7096889717922408,0.6646245022933315,0.2922535003517245,0.6730460898645442,0.6229792818185432,0.9736111562500794,0.3249090520270609,1.0
