nose_x,nose_y,leftEye_x,leftEye_y,rightEye_x,rightEye_y,leftEar_x,leftEar_y,rightEar_x,rightEar_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y
0.5902245971689485,0.03801233757862482,0.6382153299089205,0.0,0.538204552810481,0.009132426816582072,0.7266530005862115,0.04956748199711499,0.4412389589148803,0.06964349753470558,0.914570428164197,0.2742396875721669,0.29216618111688697,0.28206517183088975,1.0,0.5882299844982986,0.2033588855609689,0.5734092120078088,0.7065564106238165,0.5814701088401419,0.4464726417523596,0.5763131547506135,0.8491110460732275,1.0,0.34224991690839685,0.977362520124063,0.0,0.8340864361509072,0.0015812649806456235,0.8332146401492478
0.5976953363431795,0.038648646057710886,0.6456000482777204,0.0,0.5486750130104872,0.007833214235186861,0.7283178107999888,0.05735902287374399,0.4529009267939556,0.06936439691428034,0.9180599219037879,0.27923975510172677,0.3113377785368828,0.2857849324999577,1.0,0.5985982749605872,0.2156426045420491,0.5816183780316218,0.6982208004080731,0.5893265102093764,0.46725202549193384,0.5907981859468584,0.886404469820407,1.0,0.39475708735459164,0.9939500217649497,0.014731405246139103,0.8804500072020643,0.0,0.8774206828020994
0.5955678997582413,0.0385904956376745,0.6424730642046437,0.0,0.547441231050313,0.007920977712103993,0.7267702117653543,0.05721905920955451,0.44978354893126077,0.0697887636640394,0.9183236510360058,0.27983943605679973,0.3062732332978123,0.2874889964402959,1.0,0.5988525659424755,0.21570207348422407,0.5930492409201482,0.6817199019680769,0.5896790687486405,0.46425199727074673,0.5943340451318574,0.8873264610094042,0.9944850730377233,0.3860658805954331,1.0,0.014584478404412399,0.8791532864650918,0.0,0.8758410377940171
0.590549092029643,0.03832343119574467,0.6367503991966506,0.0,0.5490438459068606,0.0071865861896294805,0.7233336422034363,0.05716461121922183,0.4444698819326075,0.06995287638287917,0.9159418778296633,0.2775452791949633,0.32839371025542125,0.28717063906206897,1.0,0.5929837828127702,0.20851266116015924,0.586908209611801,0.6844686751842985,0.5923827786107794,0.4557259129805175,0.5898120977861593,0.8830929821121113,0.9882257484018402,0.38107551443033943,1.0,0.00799634527655008,0.8737174315385462,0.0,0.8671180916233924
0.5894913134208114,0.03861849198969663,0.6355614191730493,0.0,0.5479222245054463,0.006802556396703517,0.7225087711472891,0.0587125301906324,0.4430943914934115,0.07013551705499282,0.9152392147095553,0.2796432076445182,0.32871010527783145,0.28946467521126606,1.0,0.594638880923754,0.20582174024134392,0.5808595557267401,0.691595864516746,0.5997764436362655,0.4764920017398339,0.6001634336194173,0.8804134864462859,0.9995986545254896,0.3434962016976702,1.0,0.0,0.8709755201158759,0.004555332934041219,0.8740194925674444
0.5935412520070222,0.038815345328775445,0.638779699797351,0.0,0.5525114380886349,0.0070242135375438745,0.7251483232684743,0.06023629205031552,0.44683126904466686,0.06865630177638232,0.921489412856427,0.27462275637630573,0.3381702363817693,0.2893166026587628,1.0,0.5912075944044345,0.20852626845595737,0.5815523263819458,0.6959359790784064,0.6004212470720215,0.47836505406840857,0.5989479049699185,0.8767498771888961,1.0,0.35867325839541475,0.9963202754547033,0.0,0.8729109916022584,0.007928621828529995,0.8710728841727579
0.5871329310479533,0.03887187177171902,0.6324334315746729,0.0,0.5453373994957833,0.006087183740037215,0.7202393790301945,0.06017413542801739,0.43771168184981285,0.06786713395129217,0.9166311968830244,0.2811309155202302,0.3278407572153508,0.2902993359389078,1.0,0.5923206651480026,0.19614755707170478,0.5818002444609014,0.6945783114789227,0.6034824418338453,0.47050403818506265,0.6011665283578616,0.8894225380635384,1.0,0.3526038632354437,0.9908015728498122,0.013469985980124104,0.8791342191098201,0.0,0.877254524704436
0.5925933148693893,0.038436695659995065,0.6371743630995074,0.0,0.5522339320285701,0.00610473401149422,0.7249046520276455,0.059324725628235875,0.4477407882835487,0.06756429755754459,0.9154419507625605,0.2742324336326133,0.3397378041757201,0.28799069856670795,1.0,0.5855824900031611,0.21182712959171016,0.5772607557735987,0.7020812150973014,0.6003433452877727,0.4845265154822368,0.5971570702551954,0.8832252616054692,0.9890865634057285,0.3969190136095218,1.0,0.019072696012433013,0.8622331388765478,0.0,0.862157315240043
0.5892456367428232,0.03904127250647946,0.6360215320646521,0.0,0.550126400049394,0.006570687233627262,0.7250144876074955,0.057365838040355686,0.4433148444270663,0.06783920797641213,0.9173811246527889,0.2784928696947864,0.33370806274476966,0.29092279656141573,1.0,0.5933641165038175,0.21400745164311147,0.5909735260537043,0.6995407575985785,0.607788067320083,0.4767214180109699,0.6059690922030191,0.8840657634405442,1.0,0.3379609881968728,0.9804924559153534,0.013493655920521548,0.8752465045506462,0.0,0.8744989888618641
0.5845172127514133,0.03848213313340357,0.6310426895785348,0.0,0.5448816901236353,0.006362696843298228,0.7489274486923361,0.05332256183748735,0.4403806572838792,0.0674624322319331,0.9083308895455438,0.2802991015521794,0.3289733783261819,0.2899061538411781,1.0,0.5913385880798449,0.20864114028495923,0.5883524571515208,0.6849586728331578,0.6028804955492617,0.4558569617065243,0.5986701936091442,0.8711779328677917,1.0,0.3628633691823426,0.9909778898695255,0.021714624304963036,0.8637747334307169,0.0,0.8567063397821757
